carat,depth,table,x,price,cut_encoded,color_encoded,clarity_encoded
1.01,63.4,59.0,6.32,8.366,2.0,6.0,0.0
0.7975755778024965,62.0,61.0,8.04,9.742,2.0,6.0,0.0
0.8,61.2,53.0,5.98,7.979,2.0,2.0,3.0
0.34,61.4,55.0,4.54,6.752,4.0,3.0,3.0
0.55,61.0,61.0,5.25,7.347,2.0,6.0,2.0
1.01,63.2,59.0,6.34,8.407,1.0,6.0,0.0
1.01,61.3,57.0,6.47,8.936,4.0,3.0,4.0
1.1,61.74637745643308,57.0,6.82,8.647,4.0,3.0,3.0
0.36,62.8,56.0,4.54,6.921,4.0,6.0,3.0
0.4,61.4,58.0,4.79,6.515,3.0,0.0,2.0
0.7,60.0,60.0,5.76,7.639,2.0,2.0,0.0
1.7,63.3,58.0,7.48,9.46,2.0,2.0,3.0
0.36,61.8,58.0,4.56,6.985,3.0,3.0,4.0
0.32,61.5,56.0,4.42,6.719,4.0,3.0,3.0
1.5,60.7,59.0,7.31,9.836,2.0,4.0,3.0
0.92,62.9,58.0,6.17,8.349,2.0,2.0,4.0
0.7,61.5,56.0,5.7,8.398,4.0,3.0,5.0
0.7,64.6,57.0,5.6,7.748,0.0,5.0,2.0
0.53,62.3,55.0,5.17,7.356,4.0,3.0,3.0
0.27,60.9,57.0,4.17,6.358,4.0,3.0,3.0
0.32,60.7,56.0,4.45,6.808,4.0,3.0,6.0
0.33,62.2,56.0,4.47,6.611,4.0,4.0,3.0
0.32,64.4,54.0,4.36,6.458,0.0,3.0,2.0
1.29,60.1,58.0,7.02,8.687,3.0,2.0,0.0
1.02,60.5,59.0,6.55,8.493,4.0,4.0,2.0
0.31,61.6,55.0,4.34,6.389,4.0,2.0,3.0
0.7,60.6,57.0,5.73,7.622,2.0,4.0,2.0
0.3,62.3,59.0,4.3,6.654,3.0,4.0,4.0
0.26,62.1,56.0,4.13,6.105,4.0,2.0,4.0
0.9,63.8,55.0,6.07,8.103,1.0,1.0,3.0
0.5,63.4,57.0,5.09,7.472,2.0,5.0,3.0
1.01,62.6,60.0,6.39,8.375,3.0,4.0,2.0
0.7975755778024965,62.4,59.0,8.28,9.835,2.0,3.0,0.0
1.74,62.4,58.0,7.71,9.793,3.0,4.0,4.0
0.55,63.2,56.0,5.24,7.221,2.0,5.0,0.0
0.41,62.3,56.0,4.74,6.6,4.0,5.0,2.0
0.3,61.8,57.0,4.28,6.402,4.0,6.0,3.0
0.26,62.0,55.0,4.08,6.488,2.0,3.0,6.0
1.21,59.6,60.0,6.92,8.623,2.0,4.0,0.0
0.9,62.3,59.0,6.09,8.513,2.0,2.0,6.0
0.71,63.2,57.0,5.67,7.822,1.0,6.0,2.0
0.31,63.5,57.0,4.34,6.443,2.0,2.0,3.0
0.83,61.9,57.0,5.96,8.106,4.0,1.0,2.0
0.51,61.6,58.0,5.12,7.358,3.0,5.0,2.0
0.42,62.6,56.0,4.79,7.236,4.0,5.0,5.0
0.71,63.5,57.0,5.63,7.895,2.0,6.0,2.0
0.5,61.4,57.0,5.16,7.554,3.0,4.0,5.0
1.17,61.74637745643308,62.0,6.68,7.984,0.0,1.0,1.0
1.02,60.0,63.0,6.54,8.435,2.0,2.0,3.0
0.7975755778024965,62.2,57.0,8.52,9.684,4.0,0.0,3.0
1.01,64.5,58.0,6.29,7.933,0.0,6.0,1.0
0.35,61.2,56.0,4.53,6.347,4.0,2.0,3.0
0.41,61.0,59.0,4.77,7.017,3.0,3.0,5.0
1.02,61.4,60.0,6.44,8.416,1.0,2.0,0.0
1.0,61.74637745643308,56.0,6.31,7.977,0.0,1.0,2.0
0.32,61.9,59.0,4.39,6.579,3.0,6.0,2.0
0.7,60.5,58.0,5.76,7.989,4.0,2.0,6.0
0.71,62.3,58.0,5.67,7.766,4.0,1.0,3.0
0.75,62.2,57.0,5.8,7.806,4.0,4.0,2.0
0.5,59.4,60.0,5.17,7.465,3.0,4.0,4.0
1.19,62.0,56.4,6.77,8.744,4.0,2.0,2.0
0.42,61.8,58.0,4.84,6.9,3.0,3.0,2.0
0.31,59.9,62.0,4.37,6.953,3.0,4.0,6.0
0.7,63.1,57.45169447534297,5.61,7.681,1.0,3.0,2.0
1.5,63.3,55.0,7.3,9.163,2.0,1.0,3.0
0.72,63.6,59.0,5.65,8.137,2.0,3.0,5.0
0.7,63.6,57.0,5.61,7.93,2.0,3.0,3.0
1.07,62.4,55.6,6.48,9.016,4.0,4.0,5.0
0.4,62.4,53.0,4.72,6.821,4.0,3.0,4.0
1.0,60.8,58.0,6.39,8.219,3.0,0.0,2.0
0.72,63.1,56.0,5.67,7.881,1.0,3.0,2.0
1.0,61.74637745643308,59.0,6.07,8.051,0.0,6.0,0.0
0.7,60.0,60.0,5.78,8.082,2.0,4.0,5.0
0.42,62.4,55.0,4.83,6.931,4.0,6.0,3.0
0.4,61.2,60.0,4.79,6.855,3.0,6.0,3.0
0.7,61.9,56.0,5.68,8.204,4.0,2.0,3.0
0.9,63.2,58.0,6.12,8.425,2.0,6.0,2.0
1.7,62.9,58.0,7.54,9.227,2.0,0.0,4.0
0.72,60.2,56.0,5.85,7.821,3.0,5.0,0.0
0.41,63.3,56.0,4.69,7.135,2.0,3.0,7.0
1.52,60.8,60.0,7.36,9.108,3.0,6.0,0.0
1.25,62.5,54.0,6.88,8.792,4.0,4.0,2.0
1.53,61.3,59.0,7.35,9.461,3.0,6.0,2.0
1.62,62.7,54.0,7.47,9.358,4.0,1.0,5.0
0.31,61.2,56.0,4.37,6.818,4.0,3.0,7.0
0.55,60.9,57.0,5.28,7.933,4.0,4.0,7.0
0.58,61.8,55.0,5.35,7.555,4.0,4.0,4.0
0.49,61.7,57.0,5.08,6.855,3.0,6.0,0.0
0.54,60.5,57.0,5.25,7.233,4.0,3.0,2.0
0.7975755778024965,62.7,59.0,8.08,9.79,3.0,2.0,2.0
1.25,61.2,62.0,6.95,8.655,3.0,2.0,0.0
0.7,63.8,58.0,5.56,7.66,1.0,3.0,2.0
0.5,63.5,58.0,5.03,6.998,2.0,3.0,0.0
1.01,62.5,63.0,6.41,8.951,2.0,3.0,5.0
0.56,61.1,59.0,5.34,7.419,3.0,6.0,3.0
0.33,61.6,55.0,4.46,6.542,4.0,1.0,7.0
1.11,59.0,59.0,6.79,8.812,3.0,4.0,3.0
0.3,62.2,58.0,4.28,6.314,2.0,5.0,2.0
1.51,63.1,58.0,7.28,9.356,2.0,6.0,2.0
0.7975755778024965,61.6,58.0,8.17,9.685,3.0,2.0,0.0
0.7,64.1,59.0,5.49,8.035,1.0,5.0,3.0
0.7975755778024965,64.0,56.0,7.93,8.808,1.0,3.0,1.0
1.54,61.6,55.0,7.43,8.748,4.0,4.0,1.0
0.4,61.9,58.0,4.73,6.751,3.0,5.0,0.0
0.79,62.6,61.0,5.9,7.911,3.0,2.0,3.0
0.56,60.9,56.0,5.34,7.416,4.0,4.0,3.0
1.5,61.2,59.0,7.39,8.919,3.0,1.0,0.0
1.25,62.5,59.0,6.89,8.566,3.0,1.0,2.0
0.3,61.74637745643308,62.0,4.45,6.463,1.0,3.0,2.0
0.7975755778024965,62.4,58.0,8.07,9.749,4.0,2.0,2.0
0.96,61.1,56.0,6.34,8.826,4.0,4.0,4.0
1.35,62.8,57.0,6.98,8.938,4.0,2.0,2.0
0.36,61.9,56.0,4.59,6.921,4.0,3.0,4.0
0.33,62.8,54.0,4.43,6.661,2.0,5.0,3.0
0.3,62.2,60.0,4.28,6.738,3.0,6.0,3.0
0.32,61.9,55.0,4.39,6.378,4.0,1.0,6.0
1.26,63.2,57.0,6.86,8.577,4.0,0.0,3.0
0.54,61.5,56.0,5.31,7.374,4.0,6.0,2.0
0.9,61.9,55.0,6.21,8.319,4.0,2.0,0.0
0.31,61.9,57.0,4.33,6.479,2.0,2.0,6.0
1.01,61.74637745643308,62.0,6.46,8.306,0.0,4.0,0.0
0.48,59.3,58.0,5.09,7.463,1.0,5.0,4.0
1.23,62.0,57.0,6.91,8.675,4.0,1.0,2.0
0.26,61.2,56.0,4.16,6.397,4.0,2.0,6.0
0.38,61.3,57.0,4.62,6.903,2.0,4.0,6.0
1.15,60.9,57.0,6.72,8.527,2.0,2.0,2.0
0.7,60.3,63.0,5.77,7.783,2.0,2.0,4.0
0.4,61.2,57.0,4.77,7.107,2.0,4.0,7.0
0.31,63.2,55.0,4.31,6.011,1.0,4.0,0.0
0.3,61.4,58.0,4.3,6.163,4.0,3.0,2.0
0.32,59.8,57.9,4.44,6.545,4.0,4.0,4.0
0.35,62.4,56.0,4.47,6.682,2.0,4.0,5.0
1.19,59.2,60.0,6.93,8.875,2.0,6.0,3.0
0.7,61.5,57.0,5.67,7.835,4.0,3.0,2.0
0.7975755778024965,59.8,56.0,8.21,9.668,2.0,3.0,0.0
0.34,62.7,55.0,4.48,6.39,4.0,4.0,3.0
1.51,59.8,57.45169447534297,7.36,9.45,1.0,5.0,3.0
0.4,62.1,57.0,4.69,6.777,4.0,2.0,5.0
1.03,61.3,57.0,6.47,8.707,4.0,3.0,2.0
0.72,61.4,54.0,5.79,7.843,4.0,4.0,2.0
1.19,62.0,57.0,6.86,9.466,4.0,5.0,5.0
0.3,59.4,60.0,4.37,6.772,4.0,3.0,7.0
0.41,63.1,58.0,4.71,6.742,2.0,2.0,5.0
0.39,61.9,57.0,4.71,7.065,4.0,5.0,4.0
0.58,64.7,60.0,5.23,7.439,0.0,4.0,4.0
0.4,63.4,59.0,4.67,6.433,1.0,5.0,0.0
0.36,62.0,58.0,4.54,6.671,3.0,6.0,3.0
0.7,61.3,58.0,5.72,7.789,3.0,5.0,3.0
0.72,60.5,55.0,5.82,8.242,2.0,6.0,5.0
0.71,61.4,56.0,5.71,8.031,2.0,3.0,0.0
1.23,61.1,58.0,6.91,8.933,3.0,2.0,4.0
1.01,64.1,60.0,6.27,8.481,1.0,5.0,2.0
0.5,61.74637745643308,57.45169447534297,5.35,7.544,0.0,6.0,4.0
1.02,61.0,59.0,6.58,8.604,3.0,3.0,2.0
0.51,61.3,57.0,5.15,7.588,4.0,4.0,5.0
0.32,61.8,56.0,4.39,6.973,4.0,5.0,6.0
1.5,61.6,58.0,7.37,9.561,3.0,3.0,3.0
0.31,61.2,56.0,4.36,6.671,4.0,2.0,7.0
1.08,60.3,59.0,6.62,8.82,4.0,4.0,3.0
0.62,61.1,56.0,5.48,7.695,4.0,2.0,6.0
0.7975755778024965,61.74637745643308,58.0,8.31,9.542,1.0,2.0,2.0
0.51,62.5,56.0,5.12,6.933,3.0,4.0,0.0
1.05,59.5,58.0,6.61,8.436,2.0,2.0,2.0
0.61,60.8,56.0,5.51,7.627,4.0,2.0,4.0
0.52,61.8,57.0,5.16,7.366,4.0,2.0,5.0
0.28,61.9,56.0,4.22,6.061,2.0,2.0,4.0
1.72,62.0,56.0,7.76,8.833,3.0,0.0,2.0
0.24,61.3,56.0,4.0,6.038,4.0,3.0,4.0
0.7,62.2,58.0,5.63,8.186,3.0,4.0,7.0
1.24,60.5,58.0,7.1,8.789,3.0,4.0,2.0
0.39,61.8,54.4,4.69,6.916,4.0,4.0,6.0
0.7,61.74637745643308,56.0,5.68,7.674,0.0,2.0,4.0
1.5,62.2,58.0,7.19,8.989,2.0,0.0,4.0
0.98,61.74637745643308,56.0,6.12,8.111,0.0,4.0,0.0
0.31,61.4,58.0,4.33,6.627,4.0,6.0,5.0
1.01,59.3,58.0,6.53,8.887,3.0,6.0,3.0
0.7,61.9,56.0,5.69,7.869,4.0,1.0,4.0
0.3,62.0,58.0,4.26,6.528,3.0,4.0,5.0
0.31,61.2,54.0,4.38,6.518,4.0,4.0,5.0
1.53,62.2,58.0,7.36,9.505,3.0,3.0,3.0
1.91,62.2,54.0,7.91,9.77,2.0,3.0,2.0
0.3,62.0,54.0,4.31,6.849,4.0,6.0,7.0
0.4,63.5,58.0,4.67,6.782,2.0,6.0,2.0
0.51,62.3,58.0,5.05,7.271,2.0,6.0,2.0
0.51,63.6,59.0,5.13,7.065,1.0,6.0,2.0
0.7975755778024965,61.2,63.0,8.33,9.274,2.0,0.0,0.0
1.0,62.1,61.0,6.32,8.61,3.0,5.0,2.0
0.71,62.4,57.0,5.67,8.118,4.0,6.0,4.0
0.4,62.9,56.0,4.72,6.942,4.0,4.0,3.0
0.35,60.9,57.0,4.55,6.65,4.0,2.0,6.0
0.7,61.3,60.0,5.68,7.99,2.0,6.0,4.0
0.3,62.0,55.0,4.3,6.489,4.0,6.0,3.0
1.72,61.4,59.0,7.64,9.463,3.0,2.0,2.0
0.71,61.7,56.0,5.73,8.521,4.0,3.0,6.0
1.26,60.0,60.0,7.04,9.554,2.0,3.0,7.0
0.31,60.2,58.0,4.38,6.599,3.0,6.0,4.0
0.7,62.2,54.0,5.68,8.185,4.0,6.0,5.0
0.5,60.0,60.0,5.13,7.499,2.0,6.0,4.0
0.51,59.4,59.0,5.18,7.258,2.0,5.0,2.0
0.55,61.4,57.0,5.26,7.628,4.0,5.0,4.0
0.91,62.0,59.0,6.2,8.329,2.0,3.0,2.0
0.57,61.7,54.8,5.34,7.381,2.0,2.0,3.0
0.7,62.0,55.0,5.74,7.966,4.0,2.0,6.0
1.27,58.8,56.0,7.16,8.504,4.0,4.0,0.0
0.33,62.6,55.0,4.4,6.501,4.0,3.0,3.0
1.5,61.3,61.0,7.36,9.573,3.0,3.0,3.0
0.7,61.9,58.0,5.67,8.118,4.0,4.0,6.0
0.53,62.3,56.0,5.24,7.623,4.0,3.0,5.0
0.71,61.6,60.0,5.7,7.822,2.0,2.0,3.0
1.9,63.0,58.0,7.93,9.541,3.0,4.0,0.0
1.21,62.7,54.0,6.79,9.078,4.0,4.0,4.0
1.01,64.1,59.0,6.35,8.407,1.0,6.0,2.0
1.28,60.2,58.0,7.03,8.697,2.0,2.0,0.0
0.7975755778024965,61.9,57.0,8.44,9.46,4.0,4.0,0.0
0.33,60.2,58.0,4.49,6.361,2.0,6.0,2.0
0.5,61.8,57.0,5.09,7.187,4.0,1.0,5.0
0.57,61.3,55.1,5.34,7.45,4.0,2.0,4.0
0.71,61.8,57.0,5.69,8.141,4.0,4.0,4.0
0.36,61.6,57.0,4.58,6.654,4.0,4.0,5.0
0.32,61.1,55.0,4.45,6.702,4.0,4.0,6.0
0.41,61.3,56.0,4.81,6.847,4.0,2.0,3.0
0.35,61.1,55.0,4.56,6.65,4.0,6.0,4.0
1.8,62.3,56.0,7.79,9.623,4.0,2.0,4.0
1.2,62.7,56.0,6.78,9.485,4.0,5.0,5.0
0.41,62.5,55.0,4.75,6.915,4.0,4.0,5.0
0.42,61.4,56.0,4.82,6.825,4.0,4.0,4.0
0.37,61.0,62.0,4.64,6.773,3.0,5.0,2.0
0.55,59.6,60.0,5.41,7.731,3.0,6.0,4.0
0.35,61.9,54.0,4.56,6.909,4.0,4.0,7.0
0.52,61.8,58.0,5.17,7.037,1.0,5.0,0.0
1.2,60.5,58.0,6.9,7.981,3.0,1.0,1.0
0.38,59.3,59.0,4.74,6.891,3.0,4.0,3.0
0.31,62.3,54.0,4.35,5.981,4.0,0.0,3.0
0.7975755778024965,60.8,60.0,8.07,9.582,2.0,2.0,0.0
1.51,63.7,58.0,7.18,9.592,1.0,3.0,5.0
1.01,61.2,57.0,6.42,8.894,4.0,4.0,4.0
0.43,61.7,56.0,4.86,6.895,4.0,2.0,6.0
1.25,59.8,58.0,7.02,8.23,3.0,0.0,3.0
0.3,61.8,55.0,4.31,6.772,4.0,3.0,7.0
0.31,61.6,55.0,4.37,6.39,4.0,4.0,4.0
0.35,60.4,59.0,4.57,6.779,3.0,3.0,3.0
0.7,62.8,59.0,5.63,7.475,2.0,1.0,2.0
0.9,63.0,58.0,6.11,8.658,2.0,5.0,4.0
1.66,62.6,59.0,7.54,9.198,3.0,0.0,5.0
0.66,62.4,54.0,5.55,7.882,4.0,3.0,3.0
0.9,60.4,58.0,6.25,8.145,3.0,4.0,0.0
0.71,62.4,59.0,5.68,7.683,2.0,4.0,0.0
0.7,62.4,59.0,5.63,8.073,2.0,4.0,6.0
1.03,62.4,56.0,6.48,8.817,4.0,3.0,3.0
0.42,62.4,55.0,4.79,6.974,4.0,2.0,6.0
1.01,62.1,54.0,6.48,8.073,4.0,0.0,2.0
0.53,61.5,56.0,5.21,7.393,4.0,3.0,4.0
0.53,61.4,56.0,5.2,7.717,4.0,4.0,7.0
0.95,61.74637745643308,56.0,6.16,7.952,0.0,4.0,2.0
0.38,61.7,55.4,4.67,6.555,4.0,1.0,4.0
0.32,60.1,58.0,4.41,6.673,2.0,5.0,5.0
1.17,62.6,55.0,6.74,8.656,4.0,4.0,0.0
0.9,63.2,60.0,6.12,7.92,2.0,0.0,2.0
1.02,62.9,59.0,6.42,9.116,3.0,3.0,5.0
1.02,61.74637745643308,57.0,6.34,8.099,0.0,1.0,0.0
1.0,59.9,63.0,6.45,8.339,1.0,6.0,0.0
1.71,60.6,60.0,7.76,9.497,3.0,5.0,0.0
1.13,60.9,60.0,6.76,8.59,3.0,4.0,2.0
0.54,61.8,54.0,5.22,7.47,4.0,4.0,4.0
1.06,61.7,57.0,6.55,9.029,4.0,3.0,4.0
0.31,62.6,57.0,4.29,6.438,4.0,3.0,3.0
0.73,61.74637745643308,57.0,5.97,7.966,3.0,3.0,3.0
1.42,60.8,56.0,7.25,9.835,4.0,3.0,6.0
1.01,62.5,57.0,6.38,8.375,4.0,1.0,0.0
1.59,62.2,58.0,7.51,9.181,3.0,4.0,2.0
1.05,61.4,58.0,6.53,7.994,3.0,6.0,1.0
0.9,61.1,62.0,6.2,8.381,1.0,5.0,2.0
0.5,62.2,53.0,5.06,7.051,4.0,2.0,2.0
0.55,62.3,56.0,5.26,7.346,4.0,0.0,4.0
0.51,61.6,59.0,5.1,7.483,2.0,6.0,4.0
0.23,59.4,61.0,4.05,6.073,3.0,2.0,4.0
0.33,61.7,56.0,4.46,6.872,4.0,4.0,5.0
0.52,61.7,57.0,5.13,7.913,4.0,3.0,7.0
0.72,62.0,60.0,5.73,7.936,3.0,5.0,0.0
1.11,61.2,55.0,6.68,8.568,4.0,6.0,0.0
0.7,62.5,58.0,5.64,7.365,2.0,1.0,0.0
0.79,61.4,58.0,6.03,7.922,3.0,6.0,0.0
0.31,61.74637745643308,62.0,4.42,6.635,1.0,4.0,6.0
0.32,61.3,55.0,4.46,6.597,4.0,4.0,6.0
1.05,61.3,59.0,6.56,9.07,3.0,3.0,5.0
1.56,61.7,58.0,7.41,8.957,3.0,0.0,3.0
0.77,62.7,57.0,5.79,7.876,2.0,4.0,2.0
0.9,63.2,57.0,6.12,8.459,2.0,3.0,3.0
0.7975755778024965,60.9,56.0,8.14,9.7,4.0,0.0,4.0
1.01,64.0,59.0,6.28,8.277,1.0,5.0,0.0
0.57,61.1,56.0,5.33,7.47,2.0,5.0,2.0
0.71,59.7,60.0,5.84,7.712,3.0,5.0,0.0
0.58,62.6,56.0,5.33,7.546,4.0,6.0,4.0
0.58,61.0,62.0,5.36,7.52,1.0,6.0,2.0
1.53,61.74637745643308,59.0,7.55,9.368,2.0,3.0,2.0
1.21,62.2,54.5,6.81,8.767,4.0,1.0,4.0
0.76,61.7,55.0,5.86,8.044,4.0,4.0,3.0
0.58,59.3,57.45169447534297,5.48,7.197,1.0,6.0,2.0
1.0,62.1,55.0,6.41,8.963,3.0,5.0,4.0
1.51,59.1,60.0,7.52,9.633,3.0,3.0,3.0
1.04,62.8,57.0,6.44,8.149,2.0,0.0,0.0
0.76,62.2,55.0,5.89,7.92,4.0,1.0,6.0
0.3,62.4,53.7,4.29,6.091,4.0,2.0,2.0
0.7975755778024965,62.0,60.0,8.25,9.244,2.0,6.0,1.0
0.3,61.6,54.0,4.29,6.397,2.0,6.0,3.0
0.25,59.1,60.0,4.1,6.194,1.0,3.0,6.0
0.9,60.3,57.45169447534297,6.1,8.17,1.0,5.0,0.0
0.38,62.4,54.0,4.66,6.999,4.0,3.0,6.0
0.37,61.5,58.0,4.61,6.698,3.0,6.0,3.0
0.71,60.0,57.0,5.84,7.94,2.0,3.0,4.0
1.59,62.9,58.0,7.45,9.069,4.0,0.0,3.0
1.02,63.3,58.0,6.31,8.421,2.0,6.0,0.0
0.41,60.8,59.0,4.8,6.967,3.0,4.0,3.0
1.0,61.74637745643308,54.0,6.24,7.994,0.0,4.0,2.0
0.57,60.5,57.0,5.4,7.222,4.0,4.0,2.0
0.9,59.6,59.0,6.38,8.086,2.0,2.0,0.0
0.91,62.4,57.0,6.11,8.345,2.0,6.0,2.0
1.06,62.2,57.0,6.53,8.54,3.0,4.0,2.0
1.03,61.74637745643308,58.0,6.18,8.399,0.0,5.0,2.0
1.27,62.4,58.0,6.83,8.771,2.0,1.0,3.0
0.73,64.7,60.0,5.68,7.626,0.0,4.0,0.0
0.73,61.2,58.0,5.84,7.651,3.0,2.0,0.0
0.55,63.1,56.0,5.19,7.373,2.0,5.0,2.0
0.33,59.8,58.7,4.47,6.795,2.0,6.0,5.0
0.35,62.2,58.0,4.49,6.131,3.0,0.0,4.0
1.04,62.6,57.0,6.48,8.44,4.0,3.0,0.0
1.37,60.7,60.0,7.07,8.53,2.0,0.0,0.0
0.32,62.1,56.0,4.38,6.554,4.0,6.0,3.0
0.7,61.6,58.0,5.7,7.8,3.0,3.0,2.0
1.32,61.7,59.0,7.03,8.862,4.0,1.0,3.0
0.7,62.4,56.0,5.71,7.629,4.0,1.0,3.0
0.33,61.9,56.0,4.45,6.833,4.0,6.0,3.0
0.76,62.2,55.0,5.86,8.528,4.0,6.0,6.0
0.85,62.2,56.0,6.06,8.132,4.0,4.0,2.0
1.08,61.0,60.0,6.62,8.336,3.0,0.0,2.0
0.52,61.8,55.0,5.16,7.508,4.0,5.0,3.0
0.73,62.7,58.0,5.76,7.938,3.0,3.0,3.0
1.27,62.4,58.0,6.87,8.94,4.0,6.0,2.0
1.2,61.4,59.0,6.87,8.484,3.0,0.0,2.0
1.01,63.9,60.0,6.32,8.546,1.0,5.0,2.0
0.53,63.9,55.0,5.14,7.032,1.0,2.0,2.0
1.29,61.6,58.0,6.96,8.632,4.0,0.0,2.0
1.53,62.0,56.0,7.47,9.339,3.0,3.0,2.0
0.59,60.7,57.0,5.41,8.138,4.0,6.0,6.0
0.9,63.2,61.0,6.12,8.084,2.0,2.0,2.0
0.31,62.1,55.0,4.34,6.749,4.0,6.0,6.0
0.29,62.5,56.0,4.21,6.155,2.0,4.0,3.0
0.41,59.8,61.0,4.85,7.05,3.0,6.0,4.0
0.4,61.7,56.0,4.77,7.121,4.0,6.0,5.0
0.91,59.8,58.0,6.29,7.849,3.0,3.0,0.0
1.01,61.6,57.0,6.46,8.518,4.0,5.0,0.0
1.01,62.0,57.0,6.42,8.353,4.0,5.0,0.0
0.71,60.4,60.0,5.72,7.689,2.0,1.0,3.0
0.56,59.7,59.0,5.41,7.681,3.0,4.0,6.0
0.7975755778024965,62.4,59.0,8.04,9.814,3.0,5.0,0.0
0.7975755778024965,62.5,59.0,8.07,9.674,3.0,1.0,3.0
0.55,61.0,56.0,5.28,7.405,4.0,5.0,3.0
0.31,61.8,55.0,4.34,6.526,4.0,5.0,4.0
0.38,62.3,55.0,4.63,6.349,4.0,0.0,3.0
0.34,62.8,58.0,4.43,6.103,2.0,4.0,0.0
0.36,60.6,58.0,4.6,6.837,3.0,2.0,5.0
1.01,63.1,56.0,6.38,8.96,2.0,5.0,4.0
0.32,62.3,57.0,4.44,6.213,4.0,0.0,2.0
0.53,64.3,58.0,5.11,7.478,1.0,4.0,5.0
0.71,63.1,57.0,5.66,7.725,4.0,1.0,3.0
0.9,63.8,58.0,6.13,8.324,1.0,5.0,2.0
0.7975755778024965,64.1,59.0,7.91,9.824,1.0,2.0,3.0
1.18,59.7,58.0,6.94,9.163,3.0,4.0,5.0
0.81,63.1,58.0,5.92,8.163,2.0,4.0,4.0
0.31,62.1,55.0,4.32,6.818,4.0,3.0,7.0
0.61,62.4,55.0,5.42,7.602,4.0,3.0,3.0
0.31,61.5,57.0,4.33,6.192,4.0,2.0,3.0
1.06,59.6,58.0,6.67,8.479,3.0,4.0,2.0
0.7,61.74637745643308,61.0,5.83,7.92,1.0,3.0,4.0
0.32,62.5,58.0,4.38,6.579,3.0,4.0,3.0
0.41,61.3,58.0,4.79,6.907,3.0,6.0,3.0
0.72,60.8,58.0,5.79,8.375,2.0,6.0,6.0
0.72,62.0,60.0,5.77,7.777,3.0,3.0,2.0
0.4,61.2,55.0,4.76,6.846,4.0,6.0,4.0
0.4,61.9,54.0,4.74,6.928,4.0,6.0,3.0
0.38,62.7,57.0,4.71,6.783,2.0,3.0,4.0
0.7975755778024965,62.9,55.0,8.07,9.442,4.0,1.0,2.0
1.02,64.2,59.0,6.4,8.764,1.0,3.0,3.0
0.61,61.3,55.0,5.48,7.772,4.0,6.0,3.0
0.6,63.2,56.0,5.38,7.515,2.0,6.0,2.0
0.32,62.8,53.0,4.34,6.469,2.0,3.0,3.0
1.51,62.7,56.0,7.3,8.999,4.0,0.0,4.0
0.46,61.6,59.0,4.92,7.597,2.0,5.0,6.0
1.45,60.6,61.0,7.32,9.178,2.0,1.0,7.0
0.9,59.8,58.0,6.21,8.334,2.0,6.0,2.0
1.01,64.3,58.0,6.34,8.958,1.0,6.0,5.0
0.35,60.8,58.0,4.58,6.969,3.0,6.0,4.0
1.04,60.7,56.0,6.59,8.911,4.0,4.0,3.0
0.39,61.8,55.0,4.68,6.773,4.0,2.0,2.0
1.02,60.9,56.0,6.44,9.128,2.0,3.0,5.0
0.7,62.3,57.0,5.67,7.808,4.0,6.0,2.0
0.32,63.1,55.0,4.34,6.107,1.0,2.0,2.0
0.38,61.1,58.0,4.68,6.7,3.0,5.0,0.0
0.65,60.5,58.0,5.61,7.666,3.0,5.0,2.0
1.5,63.6,58.0,7.27,9.257,1.0,2.0,3.0
0.71,62.0,54.0,5.72,7.749,4.0,1.0,2.0
0.43,62.0,55.0,4.85,7.142,4.0,4.0,6.0
0.62,58.8,57.45169447534297,5.66,7.76,0.0,6.0,4.0
0.41,60.0,58.0,4.83,7.05,3.0,6.0,4.0
1.5,62.4,61.0,7.23,9.05,1.0,5.0,0.0
1.11,62.0,55.0,6.61,8.491,2.0,2.0,2.0
0.34,60.0,62.0,4.55,6.353,3.0,3.0,0.0
1.07,61.4,57.0,6.57,8.885,4.0,4.0,4.0
1.2,59.6,61.0,6.95,8.495,4.0,1.0,0.0
0.74,62.0,57.0,5.81,8.187,4.0,3.0,4.0
2.0,62.8,52.0,8.05,9.822,4.0,2.0,2.0
0.84,62.4,60.0,6.04,8.168,3.0,6.0,3.0
0.36,61.8,56.0,4.56,6.748,4.0,5.0,3.0
0.52,63.3,55.0,5.12,7.504,2.0,4.0,4.0
0.4,61.8,55.0,4.76,6.878,4.0,3.0,4.0
0.5,62.5,57.0,5.06,7.039,4.0,2.0,2.0
0.3,61.6,56.0,4.34,6.564,4.0,5.0,2.0
0.33,61.1,56.0,4.45,6.583,4.0,6.0,3.0
1.03,62.4,59.0,6.45,8.431,3.0,3.0,0.0
1.01,61.6,58.0,6.47,8.689,3.0,5.0,2.0
0.45,61.74637745643308,58.0,4.81,6.858,0.0,6.0,3.0
1.14,63.7,56.0,6.63,7.752,1.0,4.0,1.0
0.28,62.5,54.0,4.2,6.146,4.0,2.0,3.0
0.23,59.6,57.45169447534297,3.95,5.935,2.0,6.0,4.0
0.76,61.3,57.0,5.87,8.35,4.0,5.0,4.0
1.2,61.7,62.0,6.65,8.669,1.0,1.0,4.0
1.09,62.2,56.0,6.6,8.522,4.0,4.0,2.0
1.01,61.0,63.0,6.41,8.527,2.0,2.0,3.0
0.31,62.0,55.0,4.37,6.804,4.0,3.0,7.0
2.0,63.3,59.0,8.02,9.733,2.0,2.0,2.0
